,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,product
602,0,1,0,0,1,0,1,1,1,2,1,Leaf
603,0,1,0,0,1,0,0,1,0,2,2,Leaf
604,0,0,0,0,0,0,0,1,0,0,0,Leaf
605,0,0,0,0,0,1,0,1,1,0,-1,Leaf
606,0,0,0,0,2,0,1,1,0,2,2,Leaf
607,0,1,0,0,2,0,1,0,0,5,5,Leaf
608,0,0,0,0,2,0,0,1,0,3,3,Leaf
609,1,1,0,0,2,0,0,2,0,3,3,Leaf
610,0,0,0,0,0,0,0,1,0,3,3,Leaf
611,3,3,2,1,3,1,2,1,3,3,0,Leaf
612,1,0,1,2,1,1,1,1,3,1,-2,Leaf
613,1,0,0,0,3,1,0,1,1,3,2,Leaf
614,2,2,1,2,1,2,1,1,3,1,-2,Leaf
615,1,5,0,2,4,1,3,8,7,9,2,Leaf
616,0,2,0,0,1,0,0,2,0,4,4,Leaf
617,0,1,0,0,2,0,1,3,1,4,3,Leaf
618,0,3,0,0,1,0,0,2,2,2,0,Leaf
619,2,0,2,1,1,2,0,1,2,3,1,Leaf
620,0,1,0,0,1,1,0,3,2,3,1,Leaf
621,0,2,0,1,3,0,1,4,1,3,2,Leaf
622,0,3,0,1,2,1,1,2,4,6,2,Leaf
623,0,3,0,1,4,0,1,1,0,7,7,Leaf
624,0,2,0,2,1,1,1,1,2,1,-1,Leaf
625,2,3,0,1,2,2,0,5,3,7,4,Leaf
626,0,2,0,0,1,0,0,2,1,2,1,Leaf
627,0,0,0,0,0,0,0,0,0,1,1,Leaf
628,0,0,1,0,1,0,1,2,1,1,0,Leaf
629,0,1,0,0,1,0,0,2,1,5,4,Leaf
630,0,2,0,0,3,0,1,2,1,5,4,Leaf
631,1,2,0,1,4,2,0,4,4,7,3,Leaf
632,0,1,0,0,1,0,0,1,0,1,1,Leaf
633,0,1,0,0,2,0,0,1,0,4,4,Leaf
634,0,1,0,0,1,0,0,2,0,3,3,Leaf
635,1,2,1,2,4,3,3,7,8,17,9,Leaf
636,0,0,0,0,1,1,0,2,1,3,2,Leaf
637,0,2,0,0,2,1,0,2,1,2,1,Leaf
638,0,1,0,1,1,2,0,2,3,3,0,Leaf
639,0,2,0,1,2,0,2,2,2,3,1,Leaf
640,0,1,0,0,0,0,0,1,0,1,1,Leaf
641,3,2,2,0,1,3,0,1,4,3,-1,Leaf
642,0,1,0,0,2,2,1,6,3,8,5,Leaf
643,0,0,0,0,0,0,0,2,1,1,0,Leaf
644,0,1,0,0,1,0,0,1,1,2,1,Leaf
645,2,9,1,4,4,4,2,4,9,12,3,Leaf
646,0,1,0,0,4,0,0,2,0,5,5,Leaf
647,0,3,0,1,2,1,1,3,2,4,2,Leaf
648,1,2,0,2,2,0,2,3,3,8,5,Leaf
649,0,5,0,0,4,0,0,7,2,7,5,Leaf
650,0,4,0,0,5,0,2,5,2,8,6,Leaf
651,0,0,0,0,1,0,1,0,0,1,1,Leaf
652,0,0,0,0,1,0,0,1,1,1,0,Leaf
653,1,2,0,0,1,0,0,1,1,1,0,Leaf
654,0,3,0,0,3,0,1,2,1,7,6,Leaf
655,0,5,0,0,3,1,1,3,1,6,5,Leaf
656,2,2,0,1,2,1,1,2,2,3,1,Leaf
657,0,0,0,0,1,0,0,3,1,4,3,Leaf
658,1,6,0,0,5,0,3,3,2,6,4,Leaf
659,0,0,0,0,2,0,0,0,0,3,3,Leaf
660,6,6,3,2,4,5,1,4,13,11,-2,Leaf
661,1,1,0,0,0,0,0,0,2,0,-2,Leaf
662,0,2,0,0,2,1,0,1,2,2,0,Leaf
663,1,1,0,1,2,0,0,1,1,6,5,Leaf
664,0,1,0,0,2,0,0,4,1,4,3,Leaf
665,0,5,2,2,4,0,4,6,2,7,5,Leaf
666,0,0,0,0,0,0,0,1,0,1,1,Leaf
667,0,2,0,0,0,0,0,1,1,2,1,Leaf
668,0,1,0,0,2,0,0,1,0,3,3,Leaf
669,1,4,1,0,5,2,0,8,3,12,9,Leaf
670,0,1,0,1,1,1,1,2,1,2,1,Leaf
671,0,1,0,0,1,0,0,1,0,1,1,Leaf
672,0,0,0,0,1,0,1,0,0,1,1,Leaf
673,0,1,0,0,2,1,1,2,2,3,1,Leaf
674,0,0,0,0,0,0,0,0,0,0,0,Leaf
675,0,4,0,2,4,1,1,8,3,10,7,Leaf
676,0,1,0,0,1,0,1,3,2,4,2,Leaf
677,1,6,0,1,3,0,1,3,4,5,1,Leaf
678,0,2,0,0,2,0,0,2,0,2,2,Leaf
679,0,0,0,0,0,1,0,0,1,1,0,Leaf
680,1,2,0,0,2,0,0,1,1,2,1,Leaf
681,0,1,1,0,1,0,0,0,1,1,0,Leaf
682,1,2,0,0,0,0,0,2,3,2,-1,Leaf
683,1,2,0,0,2,0,2,3,2,5,3,Leaf
684,1,2,1,1,3,2,2,5,3,10,7,Leaf
685,0,1,2,0,1,2,1,2,3,3,0,Leaf
686,0,1,0,0,2,0,0,3,1,4,3,Leaf
687,0,0,0,0,2,0,0,2,1,2,1,Leaf
688,1,3,1,0,1,2,1,2,3,2,-1,Leaf
689,0,0,0,0,1,1,0,1,1,2,1,Leaf
690,0,1,0,0,0,0,0,1,1,1,0,Leaf
691,1,1,1,0,2,1,0,1,1,2,1,Leaf
692,0,0,0,0,1,0,0,0,1,1,0,Leaf
693,0,0,0,0,1,0,0,1,1,1,0,Leaf
694,0,1,0,1,1,1,0,2,1,2,1,Leaf
695,0,2,0,0,2,0,0,3,0,4,4,Leaf
696,0,0,0,0,0,0,0,0,0,1,1,Leaf
697,3,0,0,4,1,3,0,2,6,3,-3,Leaf
698,0,1,0,0,2,0,0,2,1,4,3,Leaf
699,0,0,0,0,0,0,0,1,0,1,1,Leaf
700,0,1,0,0,2,0,0,1,1,2,1,Leaf
701,0,0,0,0,0,0,0,0,0,1,1,Leaf
702,0,3,0,0,1,2,1,2,4,1,-3,Leaf
703,1,3,1,1,2,1,2,2,2,3,1,Leaf
704,4,2,2,1,3,3,2,3,7,3,-4,Leaf
705,0,0,0,0,0,0,0,0,0,0,0,Leaf
706,0,1,0,0,1,0,0,2,0,2,2,Leaf
707,0,1,0,1,2,0,1,1,1,2,1,Leaf
708,2,3,2,2,2,3,1,2,5,4,-1,Leaf
709,0,0,0,1,1,0,1,0,2,4,2,Leaf
710,0,1,0,0,1,0,0,2,1,1,0,Leaf
711,1,3,0,0,1,2,1,2,3,1,-2,Leaf
712,2,1,1,1,0,0,0,0,2,1,-1,Leaf
713,0,1,0,0,1,0,1,1,0,1,1,Leaf
714,1,1,0,2,1,1,0,2,1,2,1,Leaf
715,1,2,1,1,1,1,0,1,1,1,0,Leaf
716,0,3,0,0,2,1,1,3,0,3,3,Leaf
717,0,0,0,0,1,0,0,1,0,2,2,Leaf
718,0,2,0,0,1,0,0,1,0,1,1,Leaf
719,1,1,0,1,1,2,0,2,3,1,-2,Leaf
720,4,6,3,1,1,2,1,2,7,3,-4,Leaf
721,2,2,0,3,2,4,3,3,5,10,5,Leaf
722,0,5,0,0,4,0,0,2,0,6,6,Leaf
723,1,0,0,1,0,1,0,0,2,1,-1,Leaf
724,3,3,3,1,2,5,2,3,7,4,-3,Leaf
725,1,1,1,0,1,1,1,3,2,1,-1,Leaf
726,0,0,0,0,1,2,0,2,2,1,-1,Leaf
727,0,0,0,0,1,0,1,1,1,3,2,Leaf
728,0,1,0,0,1,0,0,0,0,2,2,Leaf
729,1,4,1,0,1,0,1,1,2,2,0,Leaf
730,0,0,0,0,1,2,0,0,2,1,-1,Leaf
731,0,0,0,0,1,0,0,1,0,2,2,Leaf
732,0,0,0,0,0,0,0,0,0,0,0,Leaf
733,2,1,0,0,2,2,1,2,3,2,-1,Leaf
734,1,2,1,1,2,1,2,2,2,4,2,Leaf
735,0,0,0,0,1,0,0,0,0,1,1,Leaf
736,0,3,2,0,2,0,2,2,3,5,2,Leaf
737,1,0,1,1,0,0,0,0,1,0,-1,Leaf
738,1,1,0,1,0,1,0,0,3,0,-3,Leaf
739,1,0,1,0,0,3,0,2,5,1,-4,Leaf
740,0,2,0,1,0,4,0,3,4,4,0,Leaf
741,1,0,1,0,0,1,0,0,1,1,0,Leaf
742,1,0,0,1,0,0,0,1,1,2,1,Leaf
743,1,1,1,0,0,0,0,0,1,1,0,Leaf
744,4,12,3,6,8,6,6,12,12,22,10,Leaf
745,0,0,0,0,1,0,0,0,2,1,-1,Leaf
746,3,0,1,0,0,1,0,0,4,2,-2,Leaf
747,0,0,0,1,1,1,0,0,2,1,-1,Leaf
748,0,0,0,0,0,0,0,0,1,1,0,Leaf
749,3,2,1,0,1,0,1,2,2,2,0,Leaf
750,0,0,0,0,0,0,0,0,0,0,0,Leaf
751,1,1,0,0,0,0,0,0,1,1,0,Leaf
752,0,0,0,0,1,0,0,0,0,2,2,Leaf
753,1,1,0,2,0,1,0,1,3,2,-1,Leaf
754,0,0,0,0,1,0,0,0,1,3,2,Leaf
755,0,0,0,0,0,0,0,0,1,0,-1,Leaf
756,0,0,0,1,0,1,0,0,1,0,-1,Leaf
757,0,3,0,0,2,0,0,2,1,4,3,Leaf
758,1,0,1,0,0,1,0,0,1,0,-1,Leaf
759,0,1,1,1,0,0,0,0,1,0,-1,Leaf
760,4,7,4,4,5,8,2,5,9,15,6,Leaf
761,0,0,0,1,0,1,0,0,1,0,-1,Leaf
762,0,0,0,0,1,0,0,1,0,1,1,Leaf
763,0,0,0,0,0,0,0,0,0,0,0,Leaf
764,1,0,1,0,0,1,0,0,1,0,-1,Leaf
765,0,2,0,0,1,0,0,2,0,2,2,Leaf
766,2,0,1,1,0,0,0,0,2,2,0,Leaf
767,1,1,1,1,1,2,1,2,2,3,1,Leaf
768,2,2,3,2,2,1,2,2,3,2,-1,Leaf
769,0,0,0,1,0,0,0,1,0,1,1,Leaf
770,0,1,0,0,0,0,0,0,0,0,0,Leaf
771,0,2,0,0,0,0,0,0,0,0,0,Leaf
772,1,2,0,0,3,1,1,3,2,6,4,Leaf
773,0,2,2,0,2,0,1,3,1,8,7,Leaf
774,0,0,0,0,0,0,0,0,0,0,0,Leaf
775,0,0,0,1,0,1,0,0,1,0,-1,Leaf
776,0,0,0,0,0,0,0,0,0,0,0,Leaf
777,1,1,0,1,0,2,0,1,4,0,-4,Leaf
778,0,0,0,1,0,0,0,0,0,0,0,Leaf
779,0,1,0,0,0,0,0,0,0,0,0,Leaf
780,0,0,0,1,0,1,0,1,1,1,0,Leaf
781,0,0,0,0,0,0,0,0,0,2,2,Leaf
782,2,5,2,3,4,2,2,6,4,7,3,Leaf
783,0,1,0,0,1,0,1,2,0,3,3,Leaf
784,5,7,3,2,3,5,1,6,11,12,1,Leaf
785,0,0,0,0,0,0,0,2,1,1,0,Leaf
786,0,2,0,0,1,0,1,1,0,1,1,Leaf
787,0,3,0,0,0,0,0,2,1,3,2,Leaf
788,0,1,0,0,0,0,0,0,0,1,1,Leaf
789,0,1,0,0,0,1,0,1,1,1,0,Leaf
790,0,1,0,0,1,0,0,1,0,2,2,Leaf
791,1,4,0,0,3,0,1,3,0,4,4,Leaf
792,0,2,0,0,2,0,1,1,0,2,2,Leaf
793,0,0,0,0,0,0,0,0,0,1,1,Leaf
794,3,2,1,1,2,2,1,5,4,6,2,Leaf
795,0,0,0,0,0,0,0,0,0,1,1,Leaf
796,1,1,1,1,0,0,0,0,1,0,-1,Leaf
797,1,1,1,0,1,0,1,1,1,1,0,Leaf
798,1,0,1,1,0,0,0,0,1,0,-1,Leaf
799,1,1,1,1,0,2,0,1,3,1,-2,Leaf
800,0,0,0,0,0,0,0,0,0,0,0,Leaf
801,0,0,2,0,0,1,0,0,4,0,-4,Leaf
802,0,0,0,0,0,0,0,0,1,2,1,Leaf
803,0,0,0,0,1,0,0,1,0,2,2,Leaf
804,0,2,0,0,3,0,2,0,1,4,3,Leaf
805,1,1,0,0,1,0,0,0,1,2,1,Leaf
806,0,0,0,0,0,0,0,0,1,0,-1,Leaf
807,2,2,2,1,2,2,1,4,2,4,2,Leaf
808,2,1,1,2,1,3,1,0,3,2,-1,Leaf
809,0,1,0,0,0,0,0,0,1,1,0,Leaf
810,0,0,0,0,0,0,0,0,0,0,0,Leaf
811,0,0,0,0,0,0,0,1,1,0,-1,Leaf
812,3,1,0,4,1,3,1,0,5,1,-4,Leaf
813,1,1,1,0,1,1,1,1,1,1,0,Leaf
814,1,1,2,2,1,3,0,1,4,2,-2,Leaf
815,0,0,0,0,0,1,0,0,1,0,-1,Leaf
816,0,5,1,0,2,1,1,5,2,8,6,Leaf
817,0,0,0,0,0,0,0,0,0,0,0,Leaf
818,3,12,3,6,6,7,1,10,16,21,5,Leaf
819,3,2,0,2,2,1,1,1,3,6,3,Leaf
820,2,8,0,2,6,2,3,9,7,14,7,Leaf
821,1,2,0,2,4,2,3,3,4,8,4,Leaf
822,2,3,0,1,4,1,1,2,4,7,3,Leaf
823,1,5,0,0,4,1,2,5,3,10,7,Leaf
824,3,6,2,3,3,3,3,7,8,14,6,Leaf
825,0,7,0,0,3,1,1,4,4,8,4,Leaf
826,0,2,0,1,3,1,0,3,2,5,3,Leaf
827,1,2,0,1,1,1,2,2,3,6,3,Leaf
828,0,7,0,0,6,1,1,8,3,11,8,Leaf
829,1,0,0,1,1,2,1,1,4,2,-2,Leaf
830,0,0,0,1,2,0,0,4,2,5,3,Leaf
831,1,8,2,1,6,2,0,6,5,11,6,Leaf
832,1,4,2,0,4,2,1,2,4,5,1,Leaf
833,0,7,0,1,5,0,1,6,3,16,13,Leaf
834,2,5,1,1,3,2,3,5,6,8,2,Leaf
835,0,1,0,0,5,0,1,6,2,9,7,Leaf
836,0,5,0,0,3,0,0,4,1,7,6,Leaf
837,0,9,0,3,10,2,5,15,8,22,14,Leaf
838,0,3,0,2,3,0,1,4,4,6,2,Leaf
839,0,3,0,0,2,1,0,4,2,4,2,Leaf
840,1,3,0,1,3,2,0,4,4,8,4,Leaf
841,0,1,1,0,1,1,0,1,2,3,1,Leaf
842,0,7,0,0,5,0,1,6,2,14,12,Leaf
843,0,4,0,0,3,0,1,3,2,5,3,Leaf
844,0,4,0,1,3,0,3,2,3,6,3,Leaf
845,1,1,1,3,3,3,0,4,5,5,0,Leaf
846,3,4,2,2,5,3,3,6,5,15,10,Leaf
847,1,9,1,3,10,2,6,11,6,22,16,Leaf
848,1,2,0,1,2,2,0,2,4,3,-1,Leaf
849,1,5,0,2,3,1,0,3,4,4,0,Leaf
850,0,8,2,5,4,2,3,10,7,11,4,Leaf
851,0,2,0,2,2,1,2,4,3,6,3,Leaf
852,0,4,0,1,3,0,1,4,3,4,1,Leaf
853,0,2,0,0,2,0,0,5,1,7,6,Leaf
854,1,0,0,3,1,3,1,3,8,5,-3,Leaf
855,2,4,1,3,3,2,3,5,3,6,3,Leaf
856,0,3,1,2,6,3,1,7,5,9,4,Leaf
857,0,3,0,0,4,0,1,6,2,6,4,Leaf
858,3,3,0,1,3,0,2,4,6,7,1,Leaf
859,1,3,1,0,4,0,2,5,2,9,7,Leaf
860,0,2,0,1,2,1,2,3,2,3,1,Leaf
861,2,5,0,2,4,2,1,5,2,7,5,Leaf
862,1,5,0,2,3,3,2,4,7,5,-2,Leaf
863,2,8,0,4,3,1,1,5,7,7,0,Leaf
864,0,4,0,0,6,1,2,8,2,11,9,Leaf
865,0,4,1,0,4,2,1,4,4,9,5,Leaf
866,0,2,0,0,4,0,1,4,2,11,9,Leaf
867,0,2,0,0,3,0,1,4,1,7,6,Leaf
868,0,2,0,1,1,0,2,1,2,2,0,Leaf
869,0,7,1,1,7,3,5,8,5,9,4,Leaf
870,0,3,1,3,3,2,0,5,3,7,4,Leaf
871,0,3,1,0,4,1,1,3,1,6,5,Leaf
872,1,2,0,1,1,1,0,2,3,5,2,Leaf
873,1,3,0,0,4,1,2,4,3,7,4,Leaf
874,2,4,1,2,2,2,3,3,5,10,5,Leaf
875,0,1,0,0,4,1,0,2,1,4,3,Leaf
876,1,2,1,1,4,0,1,4,4,7,3,Leaf
877,1,4,0,1,3,2,2,6,5,7,2,Leaf
878,0,5,0,0,2,1,1,3,2,6,4,Leaf
879,0,5,0,0,4,1,2,6,1,7,6,Leaf
880,3,3,4,2,3,9,4,4,11,3,-8,Leaf
881,0,2,0,0,2,0,1,6,1,9,8,Leaf
882,0,5,0,0,6,1,2,6,3,9,6,Leaf
883,0,3,0,1,2,1,1,0,1,4,3,Leaf
884,0,3,0,1,4,1,2,4,1,8,7,Leaf
885,0,2,0,0,4,0,0,4,2,6,4,Leaf
886,3,6,2,2,6,4,2,7,7,15,8,Leaf
887,1,2,0,2,5,4,2,7,8,9,1,Leaf
888,0,2,0,1,1,1,1,2,2,5,3,Leaf
889,1,6,0,0,4,0,0,7,3,11,8,Leaf
890,0,5,0,2,6,2,2,7,5,10,5,Leaf
891,2,3,1,1,4,0,2,6,3,7,4,Leaf
892,0,5,1,0,5,0,3,7,2,10,8,Leaf
893,1,6,0,3,6,0,4,4,3,10,7,Leaf
894,0,3,2,0,3,2,0,5,2,6,4,Leaf
895,1,3,1,2,1,2,0,2,4,2,-2,Leaf
896,0,3,0,0,4,0,1,6,2,6,4,Leaf
897,0,1,1,0,3,0,0,1,3,3,0,Leaf
898,1,10,1,5,6,5,5,9,8,17,9,Leaf
899,1,3,0,0,3,1,2,4,1,5,4,Leaf
900,1,4,1,1,4,1,2,5,2,5,3,Leaf
901,1,5,2,0,6,1,1,7,2,9,7,Leaf
902,0,2,0,0,6,1,2,4,2,7,5,Leaf
903,0,3,0,0,2,0,0,3,1,4,3,Leaf
904,0,5,0,0,3,0,2,5,2,8,6,Leaf
905,0,4,1,0,3,0,1,2,0,4,4,Leaf
906,1,3,0,0,3,2,1,4,5,11,6,Leaf
907,0,0,0,0,1,0,0,2,0,2,2,Leaf
908,6,5,2,5,2,2,2,3,5,7,2,Leaf
909,0,5,1,3,2,2,1,3,3,4,1,Leaf
910,3,4,2,0,4,1,1,6,3,14,11,Leaf
911,0,3,0,0,6,1,2,6,2,6,4,Leaf
912,2,2,1,2,5,6,1,7,9,8,-1,Leaf
913,0,2,0,0,2,0,0,1,0,4,4,Leaf
914,0,3,0,2,5,0,5,3,4,8,4,Leaf
915,0,0,0,0,1,0,0,1,3,2,-1,Leaf
916,0,10,0,6,7,3,3,9,7,14,7,Leaf
917,0,3,0,2,2,2,1,1,3,5,2,Leaf
918,0,4,0,0,3,0,2,1,1,4,3,Leaf
919,4,10,1,7,7,5,4,6,12,12,0,Leaf
920,3,6,2,2,3,2,3,5,4,9,5,Leaf
921,0,3,0,0,3,0,0,3,1,5,4,Leaf
922,0,2,0,0,3,1,1,2,3,6,3,Leaf
923,1,1,1,2,2,1,1,2,1,5,4,Leaf
924,0,1,0,0,3,0,0,1,1,4,3,Leaf
925,0,1,0,0,3,0,0,2,0,7,7,Leaf
926,1,1,2,0,2,3,2,2,2,5,3,Leaf
927,0,3,0,0,4,1,4,3,2,8,6,Leaf
928,0,1,0,0,2,0,0,1,0,3,3,Leaf
929,0,1,0,0,1,0,0,2,1,2,1,Leaf
930,0,2,0,0,4,0,2,2,2,5,3,Leaf
931,1,1,0,1,1,1,0,2,1,3,2,Leaf
932,0,2,1,1,3,1,2,2,2,6,4,Leaf
933,0,2,0,2,2,0,1,3,2,3,1,Leaf
934,1,2,0,0,2,0,1,2,2,3,1,Leaf
935,2,3,1,2,2,5,2,6,8,7,-1,Leaf
936,1,3,0,3,2,3,0,1,5,2,-3,Leaf
937,2,3,1,5,1,3,2,2,9,4,-5,Leaf
938,1,0,0,0,2,1,0,2,3,4,1,Leaf
939,1,3,0,1,4,2,1,5,2,6,4,Leaf
940,0,3,0,0,3,0,0,1,2,5,3,Leaf
941,1,1,0,1,3,2,0,2,5,3,-2,Leaf
942,1,2,0,0,0,0,0,3,2,1,-1,Leaf
943,1,8,0,2,6,0,3,8,7,15,8,Leaf
944,1,3,1,1,4,3,1,4,3,9,6,Leaf
945,0,3,0,1,3,0,1,3,2,6,4,Leaf
946,1,0,1,0,2,2,1,3,2,4,2,Leaf
947,0,3,0,0,2,0,1,4,1,4,3,Leaf
948,0,1,0,0,3,0,0,0,0,3,3,Leaf
949,0,2,0,1,2,0,0,2,1,2,1,Leaf
950,0,4,0,0,4,1,1,6,1,7,6,Leaf
951,3,3,2,5,3,2,1,3,6,8,2,Leaf
952,0,3,0,1,5,0,0,6,1,7,6,Leaf
953,0,0,0,0,1,0,0,0,0,4,4,Leaf
954,0,1,1,0,2,1,0,1,0,4,4,Leaf
955,0,2,0,1,4,0,1,4,0,6,6,Leaf
956,1,7,0,1,6,3,2,5,3,11,8,Leaf
957,0,0,0,0,1,0,0,0,0,2,2,Leaf
958,2,11,2,3,8,4,6,10,8,17,9,Leaf
959,0,3,0,0,3,0,0,1,0,3,3,Leaf
960,0,4,0,1,5,1,1,4,0,7,7,Leaf
961,1,6,0,1,4,1,2,7,3,10,7,Leaf
962,0,4,0,1,2,0,1,1,1,3,2,Leaf
963,2,2,0,2,2,0,1,3,3,6,3,Leaf
964,0,4,0,0,6,1,4,3,1,8,7,Leaf
965,0,2,0,0,4,1,0,8,2,8,6,Leaf
966,2,9,1,2,7,4,4,9,8,14,6,Leaf
967,0,3,0,1,2,0,0,2,2,4,2,Leaf
968,0,2,0,1,3,2,2,2,2,3,1,Leaf
969,0,1,0,0,1,0,1,3,2,4,2,Leaf
970,0,0,0,0,1,0,0,1,1,2,1,Leaf
971,0,0,0,1,1,1,1,1,3,1,-2,Leaf
972,0,2,0,0,3,2,2,4,4,5,1,Leaf
973,0,3,0,1,4,1,1,5,2,7,5,Leaf
974,2,0,2,0,0,1,0,4,3,6,3,Leaf
975,5,11,3,2,9,3,3,13,12,22,10,Leaf
976,2,2,1,0,2,2,2,2,8,4,-4,Leaf
977,0,0,0,0,1,0,0,0,0,2,2,Leaf
978,1,1,1,0,3,0,0,1,2,4,2,Leaf
979,1,3,1,3,2,1,0,3,5,5,0,Leaf
980,5,5,2,8,1,4,1,9,11,14,3,Leaf
981,1,6,0,0,5,0,1,4,1,6,5,Leaf
982,0,3,0,0,3,0,1,2,0,3,3,Leaf
983,0,4,0,1,6,0,1,5,0,14,14,Leaf
984,0,1,0,0,4,0,0,5,1,5,4,Leaf
985,0,1,0,0,3,1,1,2,1,4,3,Leaf
986,2,3,2,3,2,4,2,6,6,9,3,Leaf
987,2,7,0,3,2,3,1,5,10,6,-4,Leaf
988,0,1,0,0,2,0,0,1,1,5,4,Leaf
989,1,3,1,1,5,1,3,3,2,6,4,Leaf
990,0,3,0,0,4,0,1,2,2,5,3,Leaf
991,1,0,1,1,1,1,0,1,4,2,-2,Leaf
992,0,2,1,0,2,0,2,4,1,4,3,Leaf
993,3,3,1,3,2,4,2,2,5,4,-1,Leaf
994,2,3,3,1,3,5,2,4,6,8,2,Leaf
995,1,4,0,2,3,3,0,5,6,12,6,Leaf
996,1,4,0,1,3,2,1,7,5,8,3,Leaf
997,0,3,0,1,3,0,2,5,3,7,4,Leaf
998,2,6,1,2,2,4,3,5,6,3,-3,Leaf
999,0,1,1,0,1,2,0,1,4,4,0,Leaf
1000,0,2,0,0,1,1,0,1,2,3,1,Leaf
1001,1,5,0,3,2,1,2,4,5,7,2,Leaf
1002,0,1,0,0,3,0,0,1,2,5,3,Leaf
1003,0,1,0,0,1,0,0,1,0,3,3,Leaf
1004,3,6,1,1,3,1,3,5,7,11,4,Leaf
1005,3,1,2,2,2,4,0,2,3,5,2,Leaf
1006,0,3,1,1,3,1,0,3,5,8,3,Leaf
1007,0,0,0,0,2,0,1,1,0,3,3,Leaf
1008,0,0,0,0,2,0,0,1,1,2,1,Leaf
1009,1,3,0,1,4,1,2,1,2,4,2,Leaf
1010,1,1,0,1,1,1,0,2,2,1,-1,Leaf
1011,0,1,1,0,1,2,0,0,2,2,0,Leaf
1012,0,5,1,1,5,2,2,3,3,8,5,Leaf
1013,0,0,0,0,1,0,0,1,0,2,2,Leaf
1014,0,5,1,2,4,0,1,6,3,7,4,Leaf
1015,0,0,0,1,1,0,1,1,3,1,-2,Leaf
1016,1,4,0,1,5,1,1,6,2,6,4,Leaf
1017,0,4,0,0,2,0,0,2,1,4,3,Leaf
1018,1,1,0,0,4,0,0,6,3,7,4,Leaf
1019,0,0,0,0,1,1,0,1,2,2,0,Leaf
1020,0,1,0,0,4,0,1,2,0,6,6,Leaf
1021,1,1,0,1,1,0,0,0,2,2,0,Leaf
1022,0,2,0,0,3,0,0,2,0,5,5,Leaf
1023,1,2,2,1,2,1,1,2,1,2,1,Leaf
1024,0,0,0,1,1,1,0,0,4,6,2,Leaf
1025,1,5,1,1,6,0,2,5,2,7,5,Leaf
1026,1,1,0,1,1,0,0,0,1,3,2,Leaf
1027,0,0,0,0,1,0,1,0,0,1,1,Leaf
1028,0,1,0,0,3,1,1,3,2,6,4,Leaf
1029,1,3,1,0,2,1,3,1,1,3,2,Leaf
1030,0,4,0,2,5,1,2,6,3,9,6,Leaf
1031,0,0,0,0,2,0,0,1,0,5,5,Leaf
1032,0,1,0,0,2,0,0,2,1,3,2,Leaf
1033,0,0,0,0,1,1,0,0,1,1,0,Leaf
1034,1,5,0,1,2,1,1,6,3,5,2,Leaf
1035,0,2,0,0,2,0,1,3,0,7,7,Leaf
1036,2,0,2,2,1,2,0,0,6,1,-5,Leaf
1037,1,3,1,1,2,1,2,5,6,6,0,Leaf
1038,5,6,2,4,5,2,1,11,9,20,11,Leaf
1039,0,2,1,1,2,0,0,4,2,4,2,Leaf
1040,0,0,0,0,1,0,0,1,1,3,2,Leaf
1041,0,1,0,1,2,0,1,2,2,2,0,Leaf
1042,0,1,0,0,3,0,0,3,1,3,2,Leaf
1043,0,1,0,0,2,1,2,0,1,1,0,Leaf
1044,0,2,1,0,4,0,1,3,0,5,5,Leaf
1045,0,0,0,0,1,0,0,0,0,1,1,Leaf
1046,1,3,0,1,2,2,1,2,2,2,0,Leaf
1047,0,5,0,0,5,0,2,1,1,7,6,Leaf
1048,0,1,0,0,3,2,0,6,2,7,5,Leaf
1049,0,2,0,1,2,1,0,3,1,2,1,Leaf
1050,0,4,0,1,4,0,3,4,2,8,6,Leaf
1051,0,1,0,0,1,0,0,1,1,2,1,Leaf
1052,1,1,0,0,2,0,1,3,1,3,2,Leaf
1053,1,1,0,1,2,2,0,2,4,4,0,Leaf
1054,0,3,0,1,1,2,1,2,3,2,-1,Leaf
1055,3,6,2,3,10,3,4,7,7,12,5,Leaf
1056,0,6,0,0,5,1,1,5,2,7,5,Leaf
1057,0,2,0,1,2,0,0,1,1,3,2,Leaf
1058,1,1,0,1,1,1,0,2,1,2,1,Leaf
1059,0,2,0,0,2,0,0,1,0,2,2,Leaf
1060,0,1,0,1,1,1,1,2,1,3,2,Leaf
1061,0,2,0,0,3,0,0,3,0,6,6,Leaf
1062,0,0,0,0,0,0,0,1,0,1,1,Leaf
1063,0,3,0,0,2,0,0,1,0,2,2,Leaf
1064,2,6,2,2,6,1,4,5,6,10,4,Leaf
1065,0,0,0,0,2,0,0,2,1,4,3,Leaf
1066,0,3,0,0,1,0,1,2,2,5,3,Leaf
1067,0,1,0,0,1,0,0,1,0,1,1,Leaf
1068,1,1,0,0,1,0,0,0,2,3,1,Leaf
1069,2,6,1,0,6,2,3,7,4,9,5,Leaf
1070,0,3,0,0,3,0,1,1,0,3,3,Leaf
1071,1,0,1,1,1,1,0,3,2,1,-1,Leaf
1072,0,2,0,0,4,1,1,3,3,4,1,Leaf
1073,2,7,1,1,6,2,4,7,3,9,6,Leaf
1074,0,2,0,0,3,0,1,2,0,5,5,Leaf
1075,0,2,0,0,1,0,0,1,1,1,0,Leaf
1076,2,1,1,0,3,2,1,1,2,6,4,Leaf
1077,0,2,0,0,2,0,0,3,1,3,2,Leaf
